attempt,iteration,objective_mode,center_constraint,name,family,code_hash,valid,full_valid,valid_instances,total_instances,mean_gap_percent,selection_score,mean_runtime_s,parent_attempt,selection_strategy,prompt_mode,error,code_path,raw_response_path,prompt_path,family_desc,feedback_by_instance,search_cost_mean,search_gap_ref_mean_pct,partial_valid_cases,partial_total_cases,partial_failed_cases,family_focus_active,focus_family_id,focus_family_name,focus_family_step,focus_family_index,focus_family_total,family_focus_compliant,family_focus_compliance_level,family_focus_mismatch_reason,algo_name,family_sig,search_gap_ref_mean,search_runtime_mean_s
31,31,tsp,permutation_tour,ConvexHullOutsideInV5,insertion_2opt,3a63d5c4642b77c8,True,True,3,3,13.490276679290519,13.490276679290519,25.537418762842815,30.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_031_3a63d5c4642b77c8.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_031.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_031.txt,insertion construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=9.132%, cost=2.03636e+07, runtime=20.294s, NA
pr1002: valid 1/1, gap_vs_opt=19.060%, cost=308419, runtime=12.218s, NA
d1291: valid 1/1, gap_vs_opt=12.279%, cost=57039, runtime=44.101s, NA",6909687.333333333,13.490276679290519,3,3,0,True,convex_hull_outside_in,Convex hull / outside-in insertion,11,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV5,insertion_2opt,13.490276679290519,25.537418762842815
32,32,tsp,permutation_tour,ConvexHullOutsideInV6,insertion_2opt,add0c9fe3746d5df,True,False,1,3,16.406415873689898,416.4064158736899,42.0067081451416,31.0,1+1,mutate_parent,partial_validity: 1/3 valid,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_032_add0c9fe3746d5df.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_032.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_032.txt,insertion construction with bounded 2-opt-style improvement,"dsj1000: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 1/1, gap_vs_opt=16.406%, cost=301545, runtime=42.007s, NA
d1291: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",301545.0,16.406415873689898,1,3,2,True,convex_hull_outside_in,Convex hull / outside-in insertion,12,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV6,insertion_2opt,16.406415873689898,42.0067081451416
33,33,tsp,permutation_tour,ConvexHullOutsideInV7,insertion_2opt,5094aae81b03dfd5,True,False,1,3,16.406415873689898,416.4064158736899,41.6426522731781,31.0,1+1,mutate_parent,partial_validity: 1/3 valid,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_033_5094aae81b03dfd5.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_033.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_033.txt,insertion construction with bounded 2-opt-style improvement,"dsj1000: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 1/1, gap_vs_opt=16.406%, cost=301545, runtime=41.643s, NA
d1291: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",301545.0,16.406415873689898,1,3,2,True,convex_hull_outside_in,Convex hull / outside-in insertion,13,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV7,insertion_2opt,16.406415873689898,41.6426522731781
34,34,tsp,permutation_tour,ConvexHullOutsideInV8,insertion_2opt,5094aae81b03dfd5,False,False,0,3,,,,31.0,1+1,mutate_parent,duplicate_code,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_034_5094aae81b03dfd5.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_034.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_034.txt,insertion construction with bounded 2-opt-style improvement,,,,0,3,3,True,convex_hull_outside_in,Convex hull / outside-in insertion,14,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV8,insertion_2opt,,
35,35,tsp,permutation_tour,ConvexHullOutsideInV6,insertion_2opt,5094aae81b03dfd5,False,False,0,3,,,,31.0,1+1,mutate_parent,duplicate_code,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_035_5094aae81b03dfd5.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_035.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_035.txt,insertion construction with bounded 2-opt-style improvement,,,,0,3,3,True,convex_hull_outside_in,Convex hull / outside-in insertion,15,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV6,insertion_2opt,,
36,36,tsp,permutation_tour,ConvexHullOutsideInV6Improved,insertion_2opt,5094aae81b03dfd5,False,False,0,3,,,,31.0,1+1,mutate_parent,duplicate_code,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_036_5094aae81b03dfd5.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_036.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_036.txt,insertion construction with bounded 2-opt-style improvement,,,,0,3,3,True,convex_hull_outside_in,Convex hull / outside-in insertion,16,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV6Improved,insertion_2opt,,
37,37,tsp,permutation_tour,ConvexHullOutsideInV6Improved,insertion_2opt,5094aae81b03dfd5,False,False,0,3,,,,31.0,1+1,mutate_parent,duplicate_code,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_037_5094aae81b03dfd5.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_037.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_037.txt,insertion construction with bounded 2-opt-style improvement,,,,0,3,3,True,convex_hull_outside_in,Convex hull / outside-in insertion,17,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV6Improved,insertion_2opt,,
38,38,tsp,permutation_tour,ConvexHullOutsideInV6Improved,insertion_constructive,ac2e10cb993bb6fd,True,False,1,3,16.406415873689898,416.4064158736899,39.505186796188354,31.0,1+1,mutate_parent,partial_validity: 1/3 valid,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_038_ac2e10cb993bb6fd.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_038.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_038.txt,insertion constructive tour builder,"dsj1000: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 1/1, gap_vs_opt=16.406%, cost=301545, runtime=39.505s, NA
d1291: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",301545.0,16.406415873689898,1,3,2,True,convex_hull_outside_in,Convex hull / outside-in insertion,18,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV6Improved,insertion_constructive,16.406415873689898,39.505186796188354
39,39,tsp,permutation_tour,ConvexHullOutsideInV6Improved,insertion_2opt,5094aae81b03dfd5,False,False,0,3,,,,31.0,1+1,mutate_parent,duplicate_code,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_039_5094aae81b03dfd5.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_039.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_039.txt,insertion construction with bounded 2-opt-style improvement,,,,0,3,3,True,convex_hull_outside_in,Convex hull / outside-in insertion,19,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV6Improved,insertion_2opt,,
40,40,tsp,permutation_tour,ConvexHullOutsideInV6Improved,insertion_2opt,9cacd329e202a4fe,True,False,2,3,13.128954849807084,213.1289548498071,32.2638863325119,31.0,1+1,mutate_parent,partial_validity: 2/3 valid,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_040_9cacd329e202a4fe.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_040.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_040.txt,insertion construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=8.573%, cost=2.02594e+07, runtime=40.438s, NA
pr1002: valid 1/1, gap_vs_opt=17.685%, cost=304857, runtime=24.090s, NA
d1291: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",10282115.5,13.128954849807084,2,3,1,True,convex_hull_outside_in,Convex hull / outside-in insertion,20,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV6Improved,insertion_2opt,13.128954849807084,32.2638863325119
41,41,tsp,permutation_tour,GridSectorDecompositionHeuristic,nearest_neighbor,2554659e4f93027b,False,False,0,3,,,,,1+1,initial,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_041_2554659e4f93027b.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_041.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_041.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,1,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",GridSectorDecompositionHeuristic,nearest_neighbor,,
42,42,tsp,permutation_tour,Grid Sector Decomposition Heuristic,randomized_constructive,41ead7a66184684c,False,False,0,3,,,,41.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_042_41ead7a66184684c.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_042.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_042.txt,randomized constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,2,2,3,True,compliant,Grid/sector macro-order appears central to the construction.,Grid Sector Decomposition Heuristic,randomized_constructive,,
43,43,tsp,permutation_tour,Grid Sector Decomposition Heuristic with Endpoint Bridging,nearest_neighbor,4ff0cd6018fa868f,False,False,0,3,,,,42.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_043_4ff0cd6018fa868f.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_043.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_043.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,3,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Grid Sector Decomposition Heuristic with Endpoint Bridging,nearest_neighbor,,
44,44,tsp,permutation_tour,Grid Sector Decomposition Heuristic with Radial Ordering,randomized_constructive,6984ae9e29a30376,False,False,0,3,,,,43.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_044_6984ae9e29a30376.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_044.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_044.txt,randomized constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,4,2,3,True,compliant,Grid/sector macro-order appears central to the construction.,Grid Sector Decomposition Heuristic with Radial Ordering,randomized_constructive,,
45,45,tsp,permutation_tour,Grid Sector Decomposition Heuristic with Snake-Like Ordering,randomized_constructive,e460fff1fca60e8b,False,False,0,3,,,,44.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_045_e460fff1fca60e8b.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_045.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_045.txt,randomized constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,5,2,3,True,compliant,Grid/sector macro-order appears central to the construction.,Grid Sector Decomposition Heuristic with Snake-Like Ordering,randomized_constructive,,
46,46,tsp,permutation_tour,Grid Sector Decomposition with Snake-Like Ordering and Local Path Optimization,nearest_neighbor,8a26336b763a2d73,False,False,0,3,,,,45.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_046_8a26336b763a2d73.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_046.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_046.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,6,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Grid Sector Decomposition with Snake-Like Ordering and Local Path Optimization,nearest_neighbor,,
47,47,tsp,permutation_tour,Grid Sector Decomposition with Radial Ordering and Local Path Optimization,nearest_neighbor,4a2587abbc600b54,False,False,0,3,,,,46.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_047_4a2587abbc600b54.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_047.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_047.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,7,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Grid Sector Decomposition with Radial Ordering and Local Path Optimization,nearest_neighbor,,
48,48,tsp,permutation_tour,Grid Sector Decomposition with Sweep Ordering and Local Path Optimization,nearest_neighbor,3695a9bd1f49e09e,False,False,0,3,,,,47.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_048_3695a9bd1f49e09e.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_048.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_048.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,8,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Grid Sector Decomposition with Sweep Ordering and Local Path Optimization,nearest_neighbor,,
49,49,tsp,permutation_tour,Grid Sector Decomposition with Radial Sweep Ordering,nearest_neighbor,fe980e8d6593e0d5,False,False,0,3,,,,48.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_049_fe980e8d6593e0d5.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_049.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_049.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,9,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Grid Sector Decomposition with Radial Sweep Ordering,nearest_neighbor,,
